name,email,personnummer,average_heartbeat,chronic_illness
Kari Andersson,kari.andersson39@example.se,19570406-2844,64,Migraine
Kasper Sigurdsson,kasper.sigurdsson849@example.se,20050302-2726,68,Type 2 Diabetes
Jonas Lund,jonas.lund925@example.se,20010807-9907,77,
Jonas Karlsen,jonas.karlsen278@example.se,19840210-3289,66,COPD
Henrik Hansen,henrik.hansen679@example.se,19890405-4640,69,Hypertension
Ingrid Eriksen,ingrid.eriksen248@example.se,19720913-2539,92,COPD
Aksel Berg,aksel.berg377@example.se,19670204-4487,60,Hypothyroidism
Elias Rasmussen,elias.rasmussen286@example.se,19580218-8958,55,COPD
Jonas Hansen,jonas.hansen195@example.se,19741128-7202,77,Arthritis
Kari Johansen,kari.johansen241@example.se,19991221-5897,72,
Emil Svensson,emil.svensson241@example.se,19780212-7163,102,Hypertension
Tilde Holm,tilde.holm594@example.se,19830404-6901,71,Hypothyroidism
Tilde Korhonen,tilde.korhonen70@example.se,19840105-5212,78,
Sanna Sigurdsson,sanna.sigurdsson381@example.se,19610910-3268,68,Arthritis
Anna Nielsen,anna.nielsen152@example.se,19530214-7660,84,
Oskar Rasmussen,oskar.rasmussen532@example.se,19710313-4879,76,Type 2 Diabetes
Vilde Svensson,vilde.svensson69@example.se,19660414-1394,75,Type 2 Diabetes
Anna Holm,anna.holm327@example.se,19620919-5453,87,Type 2 Diabetes
Ingrid Johansen,ingrid.johansen240@example.se,19820809-4750,72,Arthritis
Anna Rasmussen,anna.rasmussen187@example.se,19510211-2491,55,Arthritis
Kari Virtanen,kari.virtanen938@example.se,19730819-8151,69,
Nora Holm,nora.holm990@example.se,19570908-1650,94,
Elias Nielsen,elias.nielsen176@example.se,20020523-3541,78,Type 2 Diabetes
Jonas Laine,jonas.laine478@example.se,19710320-8081,72,Migraine
Jonas Dahl,jonas.dahl177@example.se,19690603-6307,69,Asthma
Tilde Holm,tilde.holm473@example.se,20051028-7805,72,Celiac Disease
Freja Rasmussen,freja.rasmussen629@example.se,19761117-7028,78,
Elias Hansen,elias.hansen398@example.se,20010427-8672,82,Hypothyroidism
Freja Karlsen,freja.karlsen34@example.se,19830610-6868,90,Hypertension
Sofie Olofsson,sofie.olofsson777@example.se,19660812-6264,80,COPD
Elias Poulsen,elias.poulsen661@example.se,19620221-1396,79,Type 2 Diabetes
Maja Johansen,maja.johansen522@example.se,19680228-9179,56,
Ingrid Dahl,ingrid.dahl390@example.se,19720102-1345,60,Type 2 Diabetes
Kari Lund,kari.lund200@example.se,19580422-1152,69,Type 2 Diabetes
Ingrid Poulsen,ingrid.poulsen290@example.se,19720509-1292,68,Migraine
Vilde Olofsson,vilde.olofsson902@example.se,19510914-5992,81,Migraine
Sofie Nielsen,sofie.nielsen896@example.se,19791204-4605,76,Migraine
Oskar Holm,oskar.holm713@example.se,19671209-1572,81,Migraine
Aksel Hansen,aksel.hansen665@example.se,19560520-7891,91,
Emil Laine,emil.laine121@example.se,20050221-8144,88,Type 2 Diabetes
Tilde Olofsson,tilde.olofsson346@example.se,20030116-7409,70,Hypertension
Anna Dahl,anna.dahl297@example.se,20030326-4220,69,COPD
Emil Sigurdsson,emil.sigurdsson76@example.se,19970302-3662,73,Arthritis
Kasper Korhonen,kasper.korhonen618@example.se,19921002-9529,81,Arthritis
Anna Korhonen,anna.korhonen898@example.se,19880320-9611,70,Hypertension
Lars Andersson,lars.andersson853@example.se,19660327-3520,71,COPD
Anna Poulsen,anna.poulsen119@example.se,19510919-2316,71,
Vilde Eriksen,vilde.eriksen553@example.se,19860407-5935,72,
Erik Poulsen,erik.poulsen130@example.se,19510319-2864,68,Hypertension
Anna Olofsson,anna.olofsson686@example.se,19630226-5100,69,Celiac Disease
Sanna Laine,sanna.laine216@example.se,19921222-3575,59,Asthma
Maja Svensson,maja.svensson61@example.se,19871112-9030,55,Asthma
Ingrid Johansen,ingrid.johansen613@example.se,19650728-2256,78,Asthma
Henrik Olofsson,henrik.olofsson428@example.se,19581228-1261,59,COPD
Oskar Laine,oskar.laine916@example.se,19590226-9824,53,Asthma
Maja Virtanen,maja.virtanen890@example.se,19590215-7033,62,Arthritis
Sofie Olofsson,sofie.olofsson449@example.se,19870604-2525,73,
Jonas Johansen,jonas.johansen801@example.se,19680226-1475,62,Type 2 Diabetes
Mika Hansen,mika.hansen822@example.se,19570413-1997,68,Asthma
Sofie Holm,sofie.holm20@example.se,19750212-1695,77,COPD
Henrik Berg,henrik.berg189@example.se,19911216-8312,77,Arthritis
Jonas Svensson,jonas.svensson852@example.se,19770709-5595,65,Celiac Disease
Emil Rasmussen,emil.rasmussen30@example.se,19890704-4536,71,Migraine
Maja Dahl,maja.dahl406@example.se,19880106-5230,72,COPD
Kasper Nielsen,kasper.nielsen47@example.se,19611121-7463,58,
Aksel Hansen,aksel.hansen272@example.se,19940901-2861,73,Hypothyroidism
Vilde Poulsen,vilde.poulsen988@example.se,19840118-3717,78,Asthma
Aksel Rasmussen,aksel.rasmussen661@example.se,19500203-9408,71,Hypothyroidism
Anna Eriksen,anna.eriksen908@example.se,20020425-2368,52,
Oskar Olofsson,oskar.olofsson252@example.se,19721103-4368,80,COPD
Sofie Poulsen,sofie.poulsen470@example.se,19690120-6910,64,Asthma
Elias Sigurdsson,elias.sigurdsson272@example.se,19550825-3228,66,Celiac Disease
Aksel Nielsen,aksel.nielsen594@example.se,19740908-7547,87,Type 2 Diabetes
Jonas Johansen,jonas.johansen987@example.se,19770209-3264,82,COPD
Vilde Rasmussen,vilde.rasmussen761@example.se,19820409-4954,59,Hypertension
Aksel Lund,aksel.lund7@example.se,19740621-1380,76,Celiac Disease
Elias Laine,elias.laine185@example.se,19510421-7676,71,Hypertension
Nora Poulsen,nora.poulsen593@example.se,19981226-7617,49,Hypertension
Nora Hansen,nora.hansen674@example.se,19521105-4755,48,Celiac Disease
Anna Johansen,anna.johansen335@example.se,19580823-8509,64,Migraine
Anna Dahl,anna.dahl709@example.se,19980419-1035,69,Arthritis
Mika Karlsen,mika.karlsen164@example.se,19871213-3469,60,Migraine
Kasper Rasmussen,kasper.rasmussen103@example.se,19950713-1532,88,Migraine
Emil Olofsson,emil.olofsson841@example.se,19800222-2019,59,Hypothyroidism
Aksel Hansen,aksel.hansen266@example.se,19960921-9372,74,Hypertension
Elias Hansen,elias.hansen119@example.se,20011216-6408,78,Type 2 Diabetes
Anna Virtanen,anna.virtanen40@example.se,19511207-3257,71,Hypertension
Oskar Rasmussen,oskar.rasmussen949@example.se,19900321-2958,63,COPD
Oskar Sigurdsson,oskar.sigurdsson474@example.se,19760822-6914,68,COPD
Mika Olofsson,mika.olofsson779@example.se,19981220-9255,83,
Tilde Nielsen,tilde.nielsen530@example.se,19550409-9198,75,Hypothyroidism
Lars Dahl,lars.dahl803@example.se,19830301-2886,74,Hypothyroidism
Mika Poulsen,mika.poulsen494@example.se,19680110-9612,78,Asthma
Kasper Svensson,kasper.svensson108@example.se,20010717-9594,59,Type 2 Diabetes
Oskar Korhonen,oskar.korhonen623@example.se,19760410-9539,78,Asthma
Jonas Laine,jonas.laine708@example.se,19680912-6458,69,Asthma
Kasper Dahl,kasper.dahl139@example.se,19641102-3970,82,Asthma
Kasper Laine,kasper.laine984@example.se,19710302-1156,68,Arthritis
Maja Dahl,maja.dahl319@example.se,19610310-1611,63,Hypertension
Freja Virtanen,freja.virtanen528@example.se,19671208-2666,68,
Freja Andersson,freja.andersson848@example.se,19890223-3940,60,Hypertension
Emil Rasmussen,emil.rasmussen783@example.se,19730424-6654,69,Celiac Disease
Elias Hansen,elias.hansen584@example.se,19690511-3699,57,Type 2 Diabetes
Nora Sigurdsson,nora.sigurdsson887@example.se,19630110-2853,84,
Sanna Dahl,sanna.dahl441@example.se,19821018-2906,75,Hypothyroidism
Mika Svensson,mika.svensson677@example.se,19891205-7511,86,Asthma
Vilde Andersson,vilde.andersson604@example.se,19940505-3653,77,Hypertension
Vilde Berg,vilde.berg172@example.se,19820103-9694,69,Type 2 Diabetes
Sanna Korhonen,sanna.korhonen942@example.se,19950819-4719,80,Arthritis
Tilde Nielsen,tilde.nielsen290@example.se,19650812-6713,80,Type 2 Diabetes
Nora Laine,nora.laine602@example.se,19680702-1795,86,Type 2 Diabetes
Ingrid Karlsen,ingrid.karlsen58@example.se,19560102-2052,85,COPD
Mika Lund,mika.lund225@example.se,19980502-3697,68,
Tilde Laine,tilde.laine693@example.se,19660426-9624,80,Arthritis
Mika Berg,mika.berg58@example.se,19810815-2187,58,Asthma
Sofie Sigurdsson,sofie.sigurdsson926@example.se,19560817-9039,86,Asthma
Kasper Hansen,kasper.hansen266@example.se,19941228-9855,74,Celiac Disease
Vilde Eriksen,vilde.eriksen458@example.se,19520609-8515,65,
Erik Karlsen,erik.karlsen265@example.se,19590106-1715,73,Arthritis
Ingrid Laine,ingrid.laine689@example.se,19950901-6527,87,
Nora Hansen,nora.hansen43@example.se,19990809-1751,75,Type 2 Diabetes
Tilde Holm,tilde.holm729@example.se,19930428-6005,82,Celiac Disease
Vilde Lund,vilde.lund436@example.se,19880412-9980,78,Migraine
Vilde Korhonen,vilde.korhonen247@example.se,19560316-2862,61,Type 2 Diabetes
Erik Holm,erik.holm568@example.se,19651106-8513,53,Type 2 Diabetes
Erik Rasmussen,erik.rasmussen446@example.se,19521015-6367,91,Celiac Disease
Emil Nielsen,emil.nielsen237@example.se,19530513-7384,78,
Emil Holm,emil.holm910@example.se,19910828-1475,66,Asthma
Ingrid Sigurdsson,ingrid.sigurdsson914@example.se,19840803-6546,79,Migraine
Nora Lund,nora.lund652@example.se,19911119-1328,59,
Aksel Rasmussen,aksel.rasmussen750@example.se,19560808-7386,58,COPD
Henrik Berg,henrik.berg283@example.se,19710818-4018,55,Arthritis
Mika Karlsen,mika.karlsen808@example.se,19680127-4204,60,Migraine
Aksel Nielsen,aksel.nielsen352@example.se,19910501-2932,87,Hypothyroidism
Sanna Poulsen,sanna.poulsen348@example.se,19910506-4417,83,Asthma
Sanna Olofsson,sanna.olofsson536@example.se,19830824-7570,73,COPD
Aksel Poulsen,aksel.poulsen334@example.se,19720322-2769,67,Type 2 Diabetes
Oskar Poulsen,oskar.poulsen519@example.se,19651023-5554,70,
Erik Sigurdsson,erik.sigurdsson41@example.se,19760423-4437,80,Hypothyroidism
Nora Laine,nora.laine166@example.se,19780502-2746,58,Arthritis
Ingrid Rasmussen,ingrid.rasmussen221@example.se,19560618-6211,76,Celiac Disease
Kari Hansen,kari.hansen768@example.se,19570906-3176,66,Arthritis
Erik Eriksen,erik.eriksen955@example.se,19620419-6336,66,Type 2 Diabetes
Kari Dahl,kari.dahl108@example.se,19500803-1659,73,Migraine
Maja Virtanen,maja.virtanen410@example.se,19671228-8248,67,Celiac Disease
Jonas Laine,jonas.laine191@example.se,19650506-8899,86,Migraine
Emil Lund,emil.lund303@example.se,19820113-8653,70,COPD
Jonas Sigurdsson,jonas.sigurdsson506@example.se,19640404-1885,69,Hypothyroidism
Aksel Korhonen,aksel.korhonen520@example.se,19940501-3767,71,
Ingrid Eriksen,ingrid.eriksen462@example.se,19921217-7619,73,
Kari Olofsson,kari.olofsson470@example.se,20000116-8844,83,
Elias Olofsson,elias.olofsson567@example.se,19860821-2326,93,Arthritis
Kasper Andersson,kasper.andersson725@example.se,19620506-2537,69,Arthritis
Lars Hansen,lars.hansen412@example.se,19690302-3224,81,Arthritis
Ingrid Andersson,ingrid.andersson328@example.se,19820903-3847,75,Type 2 Diabetes
Jonas Lund,jonas.lund377@example.se,19921214-7467,72,Hypertension
Elias Virtanen,elias.virtanen974@example.se,19740419-4379,78,
Anna Svensson,anna.svensson309@example.se,19570919-8150,75,
Ingrid Berg,ingrid.berg756@example.se,19540115-6752,70,Arthritis
Anna Hansen,anna.hansen647@example.se,19880626-3191,67,Hypertension
Emil Johansen,emil.johansen483@example.se,20031119-9805,73,
Sofie Andersson,sofie.andersson185@example.se,19740812-6609,63,Hypothyroidism
Jonas Johansen,jonas.johansen368@example.se,19820708-7701,83,Hypertension
Anna Karlsen,anna.karlsen79@example.se,20050314-8824,58,Hypertension
Freja Lund,freja.lund526@example.se,19860616-3676,68,Asthma
Henrik Karlsen,henrik.karlsen700@example.se,19841208-1788,77,Celiac Disease
Jonas Lund,jonas.lund77@example.se,19720408-5364,94,Migraine
Sofie Johansen,sofie.johansen352@example.se,19640209-3571,73,
Kasper Johansen,kasper.johansen617@example.se,19501104-2967,63,Celiac Disease
Lars Hansen,lars.hansen933@example.se,20021107-6258,81,Migraine
Henrik Virtanen,henrik.virtanen953@example.se,19690212-8863,56,
Anna Korhonen,anna.korhonen687@example.se,19520627-1439,86,Migraine
Freja Holm,freja.holm20@example.se,20000127-8813,62,Type 2 Diabetes
Kari Berg,kari.berg688@example.se,19700110-7019,64,Arthritis
Sofie Berg,sofie.berg261@example.se,19981127-8490,64,Asthma
Tilde Virtanen,tilde.virtanen372@example.se,19500924-6692,76,Hypertension
Jonas Virtanen,jonas.virtanen633@example.se,19890608-3004,65,COPD
Henrik Rasmussen,henrik.rasmussen426@example.se,19590811-2789,64,
Aksel Holm,aksel.holm682@example.se,19510127-6442,70,Hypothyroidism
Elias Sigurdsson,elias.sigurdsson423@example.se,19710502-5158,77,Migraine
Kasper Svensson,kasper.svensson541@example.se,19700206-7109,55,Arthritis
Tilde Olofsson,tilde.olofsson885@example.se,19820615-5992,66,Arthritis
Sofie Eriksen,sofie.eriksen209@example.se,19930723-9231,80,
Freja Korhonen,freja.korhonen526@example.se,19740902-7447,65,COPD
Maja Hansen,maja.hansen545@example.se,19530716-9804,78,
Aksel Lund,aksel.lund965@example.se,20050119-4243,69,Migraine
Erik Poulsen,erik.poulsen738@example.se,19960704-2698,56,Celiac Disease
Anna Andersson,anna.andersson2@example.se,19670508-9627,68,Type 2 Diabetes
Anna Berg,anna.berg225@example.se,19560201-7698,64,Hypothyroidism
Anna Korhonen,anna.korhonen814@example.se,19500306-7495,73,Celiac Disease
Kari Poulsen,kari.poulsen739@example.se,20020316-8551,69,
Lars Karlsen,lars.karlsen854@example.se,19701222-5640,71,Celiac Disease
Kari Virtanen,kari.virtanen747@example.se,19990505-4545,71,Hypothyroidism
Freja Sigurdsson,freja.sigurdsson163@example.se,19900803-3144,88,Hypertension
Mika Johansen,mika.johansen168@example.se,19521016-7672,81,Hypothyroidism
Sofie Eriksen,sofie.eriksen733@example.se,20051210-5495,97,Arthritis
Emil Laine,emil.laine957@example.se,19861218-5089,59,
Anna Dahl,anna.dahl506@example.se,20000513-4329,81,Migraine
Sanna Hansen,sanna.hansen237@example.se,19920322-8962,89,Celiac Disease
Vilde Berg,vilde.berg758@example.se,19911126-2465,75,Type 2 Diabetes
Elias Nielsen,elias.nielsen269@example.se,20050912-4407,72,Hypertension
Jonas Berg,jonas.berg716@example.se,19800812-8712,70,Hypothyroidism
Lars Korhonen,lars.korhonen432@example.se,19631019-7539,73,COPD
Oskar Sigurdsson,oskar.sigurdsson969@example.se,20010422-2298,66,Migraine
Lars Lund,lars.lund771@example.se,19810112-6336,71,Hypothyroidism
Oskar Karlsen,oskar.karlsen152@example.se,19870805-1798,54,Type 2 Diabetes
Sanna Virtanen,sanna.virtanen996@example.se,19670613-2694,79,Celiac Disease
Vilde Rasmussen,vilde.rasmussen690@example.se,20020718-5726,66,Asthma
Sanna Poulsen,sanna.poulsen535@example.se,19710615-7942,72,Hypertension
Kasper Virtanen,kasper.virtanen135@example.se,19750314-9529,81,Hypertension
Sanna Lund,sanna.lund895@example.se,19530814-2129,75,Asthma
Kari Laine,kari.laine718@example.se,19721216-4001,72,Celiac Disease
Kasper Hansen,kasper.hansen416@example.se,19571019-4246,76,Arthritis
Erik Rasmussen,erik.rasmussen346@example.se,19860418-5607,74,Hypothyroidism
Anna Nielsen,anna.nielsen114@example.se,19890208-8751,66,Asthma
Jonas Andersson,jonas.andersson605@example.se,19710419-3394,77,Celiac Disease
Henrik Virtanen,henrik.virtanen558@example.se,19590508-6961,78,Celiac Disease
Elias Berg,elias.berg133@example.se,19730525-2068,72,
Elias Andersson,elias.andersson188@example.se,19960316-1150,52,Hypertension
Emil Rasmussen,emil.rasmussen588@example.se,19950316-8659,78,Celiac Disease
Vilde Rasmussen,vilde.rasmussen992@example.se,19550223-1147,77,Arthritis
Tilde Holm,tilde.holm43@example.se,19930321-1395,78,Asthma
Freja Holm,freja.holm869@example.se,19540220-6048,64,Hypothyroidism
Sanna Andersson,sanna.andersson777@example.se,19920719-4915,70,Asthma
Oskar Johansen,oskar.johansen747@example.se,20000928-1797,64,Asthma
Maja Karlsen,maja.karlsen703@example.se,19800403-6563,44,Asthma
Sanna Berg,sanna.berg761@example.se,19531221-2476,65,COPD
Freja Korhonen,freja.korhonen214@example.se,19830522-7772,54,COPD
Elias Holm,elias.holm715@example.se,19521109-9068,75,
Ingrid Holm,ingrid.holm647@example.se,19580307-5795,79,
Nora Rasmussen,nora.rasmussen938@example.se,19520823-5552,74,
Lars Eriksen,lars.eriksen202@example.se,19920505-8314,70,Arthritis
Erik Olofsson,erik.olofsson851@example.se,19770922-6877,50,Hypertension
Erik Nielsen,erik.nielsen175@example.se,19960408-1542,77,Hypertension
Nora Svensson,nora.svensson184@example.se,19630806-8372,70,Migraine
Oskar Dahl,oskar.dahl355@example.se,19940626-7605,81,
Kasper Korhonen,kasper.korhonen629@example.se,19930916-5730,64,
Erik Laine,erik.laine362@example.se,19501228-1491,79,Migraine
Emil Virtanen,emil.virtanen322@example.se,19521227-3781,57,Migraine
Vilde Korhonen,vilde.korhonen628@example.se,19631016-1343,79,Asthma
Elias Berg,elias.berg9@example.se,20040514-5819,81,Hypertension
Lars Nielsen,lars.nielsen213@example.se,19831216-7129,72,
Maja Korhonen,maja.korhonen136@example.se,20040317-4121,79,COPD
Sanna Laine,sanna.laine198@example.se,19610707-3256,59,
Tilde Rasmussen,tilde.rasmussen29@example.se,19550406-3249,84,
Sanna Virtanen,sanna.virtanen835@example.se,19630423-4564,71,Hypertension
Sanna Berg,sanna.berg46@example.se,19671022-3417,74,Migraine
Sofie Holm,sofie.holm835@example.se,19940120-1107,58,Celiac Disease
Sanna Virtanen,sanna.virtanen976@example.se,19910328-4748,68,Arthritis
Tilde Korhonen,tilde.korhonen969@example.se,20041204-5851,67,Hypertension
Henrik Lund,henrik.lund613@example.se,19670710-7252,65,Hypothyroidism
Sanna Rasmussen,sanna.rasmussen577@example.se,19720328-3013,69,Migraine
Mika Lund,mika.lund974@example.se,20020801-4133,53,Type 2 Diabetes
Anna Andersson,anna.andersson280@example.se,19820919-6358,78,Arthritis
Vilde Eriksen,vilde.eriksen163@example.se,19660227-5175,72,
Mika Svensson,mika.svensson801@example.se,19920317-4591,64,Migraine
Emil Sigurdsson,emil.sigurdsson952@example.se,19990327-8405,73,Migraine
Jonas Johansen,jonas.johansen892@example.se,19650428-9573,79,COPD
Aksel Svensson,aksel.svensson963@example.se,19930801-9873,54,COPD
Jonas Holm,jonas.holm730@example.se,19920525-4568,65,
Maja Nielsen,maja.nielsen86@example.se,19701213-3116,61,Type 2 Diabetes
Erik Nielsen,erik.nielsen442@example.se,19550611-5125,74,
Maja Dahl,maja.dahl66@example.se,19930201-8682,92,Migraine
Aksel Karlsen,aksel.karlsen926@example.se,19800803-3840,61,COPD
Kasper Dahl,kasper.dahl98@example.se,19731009-4117,78,Type 2 Diabetes
Ingrid Berg,ingrid.berg28@example.se,19670216-6272,85,Hypothyroidism
Henrik Berg,henrik.berg513@example.se,20000403-9154,77,Hypertension
Freja Laine,freja.laine533@example.se,19671228-8771,77,Migraine
Jonas Hansen,jonas.hansen17@example.se,19940919-8012,58,Hypertension
Sofie Korhonen,sofie.korhonen701@example.se,19561102-5509,58,
Vilde Andersson,vilde.andersson656@example.se,19790108-5146,81,Arthritis
Jonas Rasmussen,jonas.rasmussen196@example.se,19830701-4378,61,Arthritis
Oskar Andersson,oskar.andersson285@example.se,19670401-9896,71,COPD
Ingrid Berg,ingrid.berg49@example.se,19681125-6512,89,Hypertension
Elias Rasmussen,elias.rasmussen735@example.se,20001126-7711,63,
Henrik Poulsen,henrik.poulsen74@example.se,19850822-3640,98,Celiac Disease
Erik Virtanen,erik.virtanen347@example.se,19660514-3510,62,COPD
Jonas Lund,jonas.lund852@example.se,19750916-3962,61,Asthma
Oskar Olofsson,oskar.olofsson376@example.se,19580224-7738,57,Celiac Disease
Kasper Laine,kasper.laine938@example.se,19790309-6427,58,COPD
Elias Dahl,elias.dahl471@example.se,19780226-2192,73,Hypothyroidism
Oskar Dahl,oskar.dahl476@example.se,19770412-3053,62,COPD
Nora Poulsen,nora.poulsen458@example.se,19690501-9612,79,COPD
Anna Berg,anna.berg265@example.se,19910225-8135,79,Hypothyroidism
Elias Nielsen,elias.nielsen316@example.se,20010623-9623,72,
Aksel Dahl,aksel.dahl687@example.se,19861208-4645,69,Hypothyroidism
Anna Dahl,anna.dahl997@example.se,19630412-1634,90,Hypertension
Kasper Johansen,kasper.johansen103@example.se,19770412-6020,84,
Maja Dahl,maja.dahl418@example.se,19830502-7029,92,Type 2 Diabetes
